20251215	3161455	cmp-a001-06-000000010099827	grp-a001-06-000000058740171	-	nad-a001-06-000000447071697	bsn-a001-00-000000010088469	10	12	401114	P	1	0	0.0	1	0
20251215	3161455	cmp-a001-06-000000010099827	grp-a001-06-000000058740171	-	nad-a001-06-000000447071697	bsn-a001-00-000000010088469	10	09	401114	P	17	0	0.0	19	0
20251215	3161455	cmp-a001-06-000000010099827	grp-a001-06-000000058740171	-	nad-a001-06-000000447071697	bsn-a001-00-000000010088469	10	15	401113	M	1	0	0.0	1	0
20251215	3161455	cmp-a001-06-000000007936019	grp-a001-06-000000041474959	-	nad-a001-06-000000305355036	bsn-a001-00-000000010088469	10	02	401113	M	103	5	4350.0	111	0
20251215	3161455	cmp-a001-06-000000010099827	grp-a001-06-000000058740171	-	nad-a001-06-000000447067664	bsn-a001-00-000000010088469	10	16	401113	M	1	1	4970.0	1	0
20251215	3161455	cmp-a001-06-000000010099827	grp-a001-06-000000058740171	-	nad-a001-06-000000447071697	bsn-a001-00-000000010088469	10	99	401114	P	2	0	0.0	2	0
20251215	3161455	cmp-a001-06-000000010099827	grp-a001-06-000000058740171	-	nad-a001-06-000000447067664	bsn-a001-00-000000010088469	10	11	401113	M	6	0	0.0	6	0
20251215	3161455	cmp-a001-06-000000010099827	grp-a001-06-000000058740171	-	nad-a001-06-000000447067664	bsn-a001-00-000000010088469	10	09	612594	M	1	1	1690.0	1	0
20251215	3161455	cmp-a001-06-000000010099827	grp-a001-06-000000058740171	-	nad-a001-06-000000447071697	bsn-a001-00-000000010088469	10	09	401113	M	33	0	0.0	34	0
20251215	3161455	cmp-a001-06-000000010099827	grp-a001-06-000000058740171	-	nad-a001-06-000000447071697	bsn-a001-00-000000010088469	10	08	401113	M	1	0	0.0	1	0
20251215	3161455	cmp-a001-06-000000007936019	grp-a001-06-000000041474959	-	nad-a001-06-000000294109967	bsn-a001-00-000000010088469	10	02	401113	M	108	3	3160.0	119	0
20251215	3161455	cmp-a001-06-000000010099827	grp-a001-06-000000058740171	-	nad-a001-06-000000447067664	bsn-a001-00-000000010088469	10	12	401114	P	1	0	0.0	1	0
20251215	3161455	cmp-a001-06-000000010099827	grp-a001-06-000000058740171	-	nad-a001-06-000000447071697	bsn-a001-00-000000010088469	10	13	401113	M	1	0	0.0	1	0
20251215	3161455	cmp-a001-06-000000010099827	grp-a001-06-000000058740171	-	nad-a001-06-000000447071697	bsn-a001-00-000000010088469	11	02	401113	M	1	0	0.0	1	0
20251215	3161455	cmp-a001-06-000000007936019	grp-a001-06-000000041474959	-	nad-a001-06-000000305355036	bsn-a001-00-000000010088469	11	02	401113	M	121	0	0.0	121	0
20251215	3161455	cmp-a001-06-000000007936019	grp-a001-06-000000041474959	-	nad-a001-06-000000310194989	bsn-a001-00-000000010088469	11	02	401113	M	122	2	3260.0	122	0
20251215	3161455	cmp-a001-06-000000010099827	grp-a001-06-000000058740171	-	nad-a001-06-000000447067664	bsn-a001-00-000000010088469	11	99	401113	M	2	0	0.0	2	0
20251215	3161455	cmp-a001-06-000000010099827	grp-a001-06-000000058740171	-	nad-a001-06-000000447071697	bsn-a001-00-000000010088469	11	04	401113	M	1	0	0.0	1	0
20251215	3161455	cmp-a001-06-000000007936019	grp-a001-06-000000041474959	-	nad-a001-06-000000294109967	bsn-a001-00-000000010088469	11	02	401113	M	114	2	2860.0	114	0
20251215	3161455	cmp-a001-06-000000007936019	grp-a001-06-000000041474959	-	nad-a001-06-000000310194989	bsn-a001-00-000000010088469	12	02	401113	M	83	0	0.0	83	0
20251215	3161455	cmp-a001-06-000000007936019	grp-a001-06-000000041474959	-	nad-a001-06-000000294109967	bsn-a001-00-000000010088469	12	02	401113	M	118	1	2670.0	118	0
20251215	3161455	cmp-a001-06-000000007936019	grp-a001-06-000000041474959	-	nad-a001-06-000000305355036	bsn-a001-00-000000010088469	12	02	401113	M	95	1	2480.0	95	0
20251215	3161455	cmp-a001-06-000000007936019	grp-a001-06-000000041474959	-	nad-a001-06-000000310194989	bsn-a001-00-000000010088469	13	02	401113	M	89	0	0.0	89	0
20251215	3161455	cmp-a001-06-000000007936019	grp-a001-06-000000041474959	-	nad-a001-06-000000294109967	bsn-a001-00-000000010088469	13	02	401113	M	40	0	0.0	40	0
20251215	3161455	cmp-a001-06-000000007936019	grp-a001-06-000000041474959	-	nad-a001-06-000000305355036	bsn-a001-00-000000010088469	13	02	401113	M	59	3	4870.0	59	0
20251215	3161455	cmp-a001-06-000000007936019	grp-a001-06-000000041474959	-	nad-a001-06-000000294109967	bsn-a001-00-000000010088469	14	02	401113	M	1	0	0.0	1	0
20251215	3161455	cmp-a001-06-000000007936019	grp-a001-06-000000041474959	-	nad-a001-06-000000305355036	bsn-a001-00-000000010088469	14	02	401113	M	1	0	0.0	1	0
20251215	3161455	cmp-a001-06-000000007936019	grp-a001-06-000000041474959	-	nad-a001-06-000000310194989	bsn-a001-00-000000010088469	14	02	401113	M	1	0	0.0	1	0
